Source,Type,Target,Weight
Elof Westergaard,undirected,Grundtvigs,2
Grundtvigs,undirected,Møllehave,4
Dan,undirected,Johannes,5
Grosbøll,undirected,Jesper,2
Grosbøll,undirected,Niels,1
Johannes,undirected,Kristi,3
Barnet,undirected,Signe,1
Lisbeth,undirected,Sara,1
Kierkegaard,undirected,Sara,1
Anders And,undirected,Walt,1
Johannes,undirected,Melchior,1
Karen Blixen,undirected,Nelson Mandela,1
Bente,undirected,Judas,1
Dostojevskijs,undirected,Muhammed,1
Dostojevskijs,undirected,Sonja,1
Dostojevskij,undirected,Dostojevskijs,3
Brian,undirected,Johannes,1
Harald,undirected,Klaus,1
Klaus,undirected,Tage,1
Rene,undirected,Tage,1
Herodes,undirected,Rene,3
Herodes,undirected,Jobs,1
Johannes,undirected,van Gogh,1
Grundtvig,undirected,van Gogh,1
Grundtvigs,undirected,Johannes,2
Frank Jæger,undirected,Paulus,1
Peter Madsens,undirected,Satan,1
Rene,undirected,René Pamperin,2
Rene,undirected,Simon Peter,1
Davids,undirected,Hans Anker Jørgensen,1
Esajas,undirected,Noa,2
Kurt,undirected,Peter,1
Kurt,undirected,Peter Plys,1
Paulus,undirected,Sigurd,2
Ernst,undirected,Poul,4
Clinton,undirected,Marius,1
Clinton,undirected,Svend Brinkmann,1
Marius,undirected,Svend Brinkmann,1
Johannes,undirected,Sofie,1
Astrid Lindgren,undirected,Ronja,1
Ronja,undirected,Simeon,1
Lone,undirected,Simeon,1
Lone,undirected,Margrethe,1
Lotte Tarp,undirected,Margrethe,1
Lone,undirected,Lotte Tarp,1
Johannes Møllehave,undirected,Lone,1
Johannes Møllehave,undirected,Simeon,1
Malthe,undirected,Ole,1
Kim,undirected,Malthe,1
Maria,undirected,Michelangelo,4
Jens Rosendal,undirected,Mikkel,2
Martin A . Hansen,undirected,Simons,1
Martin A . Hansen,undirected,Peter Brandes,2
Ham Jesus,undirected,Simons,1
Astrid Lindgrens,undirected,Jonatan,10
Jesus,undirected,Jonatan,12
Astrid Lindgrens,undirected,Pippi,2
Emil,undirected,Pippi,2
Astrid Lindgrens,undirected,Lasse,2
Jonatan,undirected,Lasse,2
Astrid Lindgren,undirected,Jonatan,2
Peter,undirected,Peter Madsen,3
Elias,undirected,Peter Madsen,1
Johannes Døberen,undirected,Peter Madsen,1
Djævelen,undirected,Elias,1
Jørgensen,undirected,Per Ramsdal,6
Bente,undirected,Jakob,1
Jeremias,undirected,Karl Marx,1
Lloyd,undirected,Peters,1
Iben Krogsdal,undirected,Peter,4
Johan,undirected,Martin,1
Anne,undirected,Klaus,1
Adams,undirected,Kain,3
Johannes,undirected,Louise,4
Claus,undirected,Kain,1
Abel,undirected,Isak,2
Abrahams,undirected,Ismael,1
Esau,undirected,Kain,1
Abrahams,undirected,Sarah,4
Ismael,undirected,Sarah,1
Hagar,undirected,Ismael,5
Esau,undirected,Hagar,1
Claus,undirected,Jakob,1
Klaus,undirected,Lone,2
Simon Peters,undirected,Simons,1
Moses,undirected,Robin Williams,1
Farisæerne,undirected,Robin Williams,1
Jakob,undirected,Martha,1
Peter,undirected,Steen,6
Simon,undirected,Steen,2
Dan Turell,undirected,Siger Jesus,1
Dora,undirected,Guido,2
Guido,undirected,Kejser Augustus,1
Herodes,undirected,Kejser Augustus,2
Konfirmanderne,undirected,Lone,1
Jonas Wergeland,undirected,Marianne,1
Jan Kjærstad,undirected,Marianne,1
Jan Kjærstad,undirected,Jesus,4
Emil,undirected,Johanne,1
Ida,undirected,Johanne,1
Dana,undirected,Grundtvig,2
Anne,undirected,Lukas,1
Grundtvig,undirected,Philip Yancey,1
Jesu,undirected,Thomas,1
Fanden,undirected,Jesu,1
Abraham,undirected,Stefanus,3
Jesus Kristus,undirected,Messias,2
Davids,undirected,Grundtvigs,1
Jan,undirected,Johannes,3
Herren,undirected,Johannes Døber,1
Johannes,undirected,Søren,1
Nielsen,undirected,Oliver,1
Andersen,undirected,H.C . Andersen,6
Andersen,undirected,Kejseren,1
HC Andersen,undirected,Kejseren,1
Brorsons,undirected,Jesus Kristus,2
Johannes Døberen,undirected,fru Hansen,3
Johannes,undirected,fru Hansen,9
Haugen Sørensen,undirected,Johannes Døberen,1
Jakob Knudsen,undirected,Jakob Knudsens,2
Jakob Knudsen,undirected,Lazarus,3
Jeremias,undirected,Margrethe,1
Kristus,undirected,Siger Jesus,2
Andersen,undirected,Kaj,1
Lars Busk Sørensen,undirected,Luther,1
Iben Krogsdal,undirected,Lars Busk Sørensen,2
Iben Krogsdal,undirected,Kristus,3
Iben Krogsdal,undirected,Luther,2
Desmond Tutu,undirected,Martin Luther,1
Paulus,undirected,Titus,3
David,undirected,Titus,1
Engel,undirected,Johannes,4
Anne,undirected,Møllehave,2
Grundtvig,undirected,Rasmus Seebach,1
Lukas,undirected,Rasmus Seebach,1
Lukas,undirected,Nicolaus,1
Jonas,undirected,Menneskesønnen,5
Martin Luther,undirected,Michael,1
Johannes Døber,undirected,Zakarias,5
Caspar,undirected,Matthæus,1
Matthæus,undirected,van Gogh,1
Jesu,undirected,Stefanus,2
Lars,undirected,Lars Sandbeck,1
Jesus,undirected,Søren Brun,2
Jonas,undirected,Sebastian,1
August,undirected,Sebastian,2
August,undirected,Jonas,2
Lisbeth,undirected,missionæren,3
Astrid Lindgren,undirected,missionæren,1
Brian,undirected,Ida,1
Gabriel,undirected,Jesu,1
Gabriel,undirected,Jomfru Maria,2
Frederik,undirected,Kejser Augustus,3
Kejser Augustus,undirected,Luther,1
Jesu,undirected,Mikkel,1
Line,undirected,Mikkel,4
Maria,undirected,Pave Frans,2
August,undirected,Victor,1
Benjamin,undirected,Sigurd,1
Ernst,undirected,Nis Petersen,1
Ernst,undirected,Jesus Kristus,2
Ernst,undirected,Thomas,1
Ham Jesus,undirected,Matthæus,1
Marius,undirected,Paulus,1
Lucia,undirected,Mother Theresa,2
Maria,undirected,Mother Theresa,2
Maria,undirected,Sankt Peter,2
Augustus,undirected,Esajas,4
Pave Frans,undirected,kejserens,1
Vera,undirected,kejserens,1
John,undirected,Vera,1
John,undirected,Maria,6
John,undirected,Messias,1
Messias,undirected,Vera,1
Jan,undirected,Zakarias,7
Hitler,undirected,kejserens,2
Ham Jesus,undirected,Tolderen,1
Englene,undirected,Ham Jesus,3
Jakobs,undirected,Ruth,1
Ruth,undirected,Urias,1
Lukas,undirected,Stein Bagger,1
Ham Jesus,undirected,Nielsen,2
Gud,undirected,Ham Jesus,3
Ham Jesus,undirected,Nelson Mandela,1
Esajas,undirected,Nelson Mandela,1
Immanuel,undirected,Mandela,1
Moses,undirected,Nietzsche,1
Adam,undirected,Nietzsche,1
Esajas,undirected,Mandela,1
Moses,undirected,Rakel,1
Herodes,undirected,Satan,3
Anders,undirected,Herodes,2
Maria Magdalene,undirected,Salome,2
Ham Jesus,undirected,Nikodemus,1
Fanden,undirected,Johannes,1
Aristoteles,undirected,Paulus,2
Brian,undirected,Romerne,2
Menneskesønnen,undirected,Paven,2
Lukas,undirected,Melchior,1
Markus,undirected,Messias,1
Einstein,undirected,Herodes,2
Cecilia,undirected,Jan,2
Herren,undirected,Salomon,3
Darwin,undirected,Einstein,1
Kim,undirected,Luther,1
Isis,undirected,Viktor,1
Simeon,undirected,Tornerose,1
Maria,undirected,Tornerose,1
Maria,undirected,Putin,4
Jomfru Maria,undirected,Rasmus,1
Helena,undirected,Jesus,1
Amanda,undirected,Tolderen,1
Isis,undirected,Putin,1
Josef,undirected,Mozart,1
Maria,undirected,Mozart,2
Fader,undirected,Jakob,2
Martin Luther,undirected,Sønnen,1
Johannes Døbers,undirected,Martin Luther,1
Herren,undirected,Kongen,1
Olsen,undirected,Robin Hood,1
Lukas,undirected,Olsen,1
Hansen,undirected,Jensen,2
Jensen,undirected,fru Hansen,3
Kristian,undirected,Michael,1
Assad,undirected,Isis,1
Paulus,undirected,Putin,2
Hitler,undirected,Putin,1
Faderen,undirected,Johannes Døberen,3
Charlotte Rørth,undirected,Markus,1
Jesus Kristus,undirected,Simon af Kyrene,2
Lukas,undirected,Siger Jesus,3
Michael,undirected,Satan,1
Rafael,undirected,Satan,1
Ham Jesus,undirected,Simon af Kyrene,1
Ham Jesus,undirected,Mesteren,1
Michael,undirected,Søren Kierkegaard,1
Esajas,undirected,Martha,1
Lazarus,undirected,Rembrandt,1
Rembrandt,undirected,van Gogh,1
Dostojevskij,undirected,van Gogh,1
David,undirected,Dostojevskij,1
David,undirected,Lazarus,4
Aastrup,undirected,Herren,3
Olsen,undirected,skolelæreren,1
Nathanael,undirected,Tage,1
Charlotte Rørth,undirected,Peter Bastian,1
Ham Jesus,undirected,Simon den,1
Gabriel,undirected,Sofie,1
Assad,undirected,Immanuel,1
Bang,undirected,Moses,1
Aksel Sandemose,undirected,Trille,1
Dronningen,undirected,Jesus Kristus,1
Dronningen,undirected,Zakarias,1
Matthæus,undirected,Zakarias,7
Jesus Kristus,undirected,Margrethe,1
Blicher,undirected,Kristus,1
Blicher,undirected,Grundtvig,3
Johannes Døber,undirected,Matthæus,2
Platon,undirected,Satan,1
Luther,undirected,Platon,1
Andreas,undirected,Kong Herodes,1
Augustin,undirected,Kong Herodes,1
Anne,undirected,Augustin,1
Anne,undirected,Erik,1
Ham Jesus,undirected,John,2
John,undirected,Kristus,1
Herren,undirected,popper,1
Godsforvalteren,undirected,Søren Kierkegaard,1
Maria,undirected,Salmisten,2
Jesus Kristus,undirected,Martha,4
Christian,undirected,Jesus Kristus,4
Forrest,undirected,Søren Kierkegaard,1
Forrest,undirected,Jesus,3
Ham Jesus,undirected,Nathanael,3
Herodes,undirected,Putin,1
Assad,undirected,Obama,1
Lukas,undirected,gartneren,1
Lewis,undirected,Tolkien,3
Jesus Kristus,undirected,Signe,2
CS Lewis,undirected,Joshua Bell,1
Ingemann,undirected,Lewis,1
Hans Anker Jørgensen,undirected,Ingemann,1
Paulus,undirected,Simon Peter,2
Johannes Døberen,undirected,Jomfru Maria,3
Filip,undirected,Malthe,1
Andreas,undirected,Malthe,1
Kierkegaard,undirected,Thorvaldsen,1
Adam,undirected,Peter Madsens,1
Gud,undirected,Pippi Langstrømpe,1
Abrahams,undirected,Jesu,4
Adam,undirected,Jesu,2
Anne Sofie Seidelin,undirected,Ruth,1
Dronning Margrethe,undirected,Ruth,1
Frederik,undirected,Henrik,3
Jesu,undirected,Søren,2
Job,undirected,John,1
Desmond Tutu,undirected,Teresa,1
Jesus,undirected,Pinocchio,4
Kristus,undirected,Zakæus,1
Josva,undirected,Zakæus,2
Gud,undirected,Lukas,1
Farisæeren,undirected,Zakarias,1
Noah,undirected,Siger Jesus,1
Christian,undirected,Simon af Kyrene,1
Johannes Døberen,undirected,Simon af Kyrene,2
Abrahams,undirected,Døberen,2
Johannes Døberens,undirected,Urias,1
Jesus Kristus,undirected,Urias,1
Jesu,undirected,Johannes Døberens,2
Abraham,undirected,Engel,1
Engel,undirected,Isak,1
Judas,undirected,Nathanael,2
Hitler,undirected,Nelson Mandela,1
Desmond,undirected,Kristus,1
Alexander,undirected,Simon,2
Alexander,undirected,Markus,1
Simon den,undirected,Simons,1
Jesu,undirected,Simon,3
Alexander,undirected,Simon af Kyrene,1
Esajas,undirected,Simon af Kyrene,1
Marias,undirected,englen Gabriel,3
Adam,undirected,Gabriel,1
Adam,undirected,Menneskesønnen,1
Maria,undirected,Menneskesønnen,1
Lukas,undirected,Peter den,1
Jesus Kristus,undirected,Nis Petersen,2
Jesu,undirected,Mattæus,1
Gud,undirected,Plys,1
Jeremias,undirected,Plys,1
Esajas,undirected,Jesu,4
John,undirected,Kain,2
Jakobs,undirected,Rebekka,3
Noa,undirected,Peter,8
Jakob,undirected,Sebastian,1
Kristus,undirected,Sebastian,2
Josefs,undirected,Lukas,6
Adam,undirected,Daniel,1
Rabbi,undirected,Simon,2
Jesu,undirected,Simons,1
Efraim,undirected,Peter den,1
Efraim,undirected,Eva,1
Eva,undirected,Satan,4
Menneskesønnen,undirected,Peter Madsens,3
Martin A . Hansen,undirected,Tiggeren,1
Anders Breivik,undirected,Hyrderne,1
Anders Breivik,undirected,Maria,1
Anders Behring Breivik,undirected,Andersen,1
Moses,undirected,Sophus,1
Adam,undirected,Grundtvigs,1
Ingemann,undirected,Kristus,3
Kristus,undirected,Profeten Esajas,2
Jakob,undirected,Profeten Esajas,1
Jakobs,undirected,Laban,2
Jesus Kristus,undirected,Timotheus,5
Enken,undirected,Karen Blixen,1
Andersen,undirected,Karen Blixen,1
Bang,undirected,Maria,1
Abel,undirected,Paulus,3
Lazarus opvækkelse,undirected,Thomas,1
Janus,undirected,Thomas,1
Lucia,undirected,Martin Luther King,1
Jakobs,undirected,Josefs,5
Peter den,undirected,Zakarias,2
Herodes,undirected,Salomon,2
Salomon,undirected,Zakarias,1
Adam,undirected,Dostojevskij,1
Dostojevskij,undirected,Villy Sørensen,1
Herren,undirected,Johannes Døberens,2
Brorsons,undirected,Johannes Døberen,1
Brorson,undirected,Tage,1
Døberen,undirected,Messias,1
Johannes Døberens,undirected,Kristus,2
Esajas,undirected,Johannes Døberens,3
Dronningen,undirected,Elias,2
Elias,undirected,Gud,4
Moses,undirected,Natan,1
David,undirected,Jesu,3
Kristus,undirected,Muhammed,11
Muhammed,undirected,Peters,1
Daniel,undirected,Kong Herodes,6
Kong Herodes,undirected,Kongen,1
Daniels,undirected,Kongen,1
Daniels,undirected,Kong Herodes,2
Ingemann,undirected,drot,1
Lukas,undirected,Simons,2
Lukas,undirected,Tage,1
Emma,undirected,Paulus,1
Kristus,undirected,Nathanael,5
Joakim,undirected,Nathanael,1
Ingemann,undirected,Joakim,1
Josefs,undirected,Peter,1
Kristus,undirected,Thorvaldsen,5
Erik,undirected,Paulus,1
Johannes,undirected,Johannes Johansen,2
Balthasar,undirected,Jakob,1
Jesus Kristus,undirected,Titus,2
Herren,undirected,Kejser Augustus,1
Kejser Augustus,undirected,Kejseren,3
Josefs,undirected,Kong Herodes,1
Josef,undirected,Vismændene,1
Kejseren,undirected,Kong Herodes,1
Kong Herodes,undirected,Lukas,1
Kong Herodes,undirected,Poul,2
Jesus Krist,undirected,Kong Herodes,2
Englen,undirected,Jesus Krist,2
Englen,undirected,Herren,4
Esajas,undirected,Fanden,1
Fanden,undirected,Lukas,1
Ham Jesus,undirected,Rakel,1
Mattæus,undirected,Rakel,1
Jeremias,undirected,Mattæus,1
Kong Herodes,undirected,Rakel,1
Farao,undirected,Herodes,2
Herren,undirected,John,2
Gandhi,undirected,Siger Jesus,1
Krist,undirected,Siger Jesus,1
Farisæeren,undirected,Nikodemus,1
Esajas,undirected,Luther,7
Harry,undirected,Tony,6
Agnes,undirected,Harry,6
Arne Haugen Sørensen,undirected,Lucia,2
Johannes Døberen,undirected,Lucias,1
Grundtvig,undirected,Job,1
Anders Behring Breivik,undirected,Paulus,1
Anders Behring Breivik,undirected,Peter,1
Peter,undirected,Stein Bagger,1
Jeremias,undirected,Stein Bagger,1
Løgstrup,undirected,Paulus,4
Adolf Eichmann,undirected,Løgstrup,1
Adolf Eichmann,undirected,Hitlers,1
Hagar,undirected,Henrik,1
Kristus,undirected,Rakel,1
Kristus,undirected,Salmisten,1
Johannes Døberen,undirected,Kong David,3
Døberen,undirected,Rene,1
Johannes Døberen,undirected,Rene,1
Isis,undirected,Kong Herodes,2
Maria,undirected,Profeten,2
Judas,undirected,Profeten,1
Krist,undirected,Lukas,2
Faderen,undirected,Krist,1
Paulus,undirected,Silas,7
Davids,undirected,Noa,1
Johannes Møllehave,undirected,Peter Madsen,1
Carl,undirected,Peter Madsen,2
Abraham,undirected,Muhammed,1
Abrahams,undirected,Muhammed,1
Muhammed,undirected,Profeten,1
Farisæerne,undirected,Nikodemus,1
Johannes Møllehave,undirected,Peter,1
Markus,undirected,Siger Jesus,1
Johannes Johansen,undirected,Zakarias,2
Johannes Johansen,undirected,Profeten Esajas,1
Profeten Esajas,undirected,Zakarias,1
Martin Luther,undirected,Zakarias,2
Dostojevskij,undirected,Kristus,2
Karl,undirected,Peter Jesus,1
Gud,undirected,Peter Jesus,1
Jeremias,undirected,Peter den,1
Anders Breivik,undirected,Simons,3
Adam,undirected,Hitler,1
Helligånden,undirected,Hitler,1
Martin Luthers,undirected,Paulus,5
Levi,undirected,Mesteren,1
Jeremias,undirected,Profeten,3
Enken,undirected,Farisæerne,2
Allah,undirected,Luther,2
Desmond Tutu,undirected,missionæren,1
Dronning Margrethe,undirected,Jesus Kristus,1
Grundtvig,undirected,Mads,1
Grundtvig,undirected,Jens,2
Frederik,undirected,Jesus Kristus,1
Frederik,undirected,Grundtvig,5
Halfdan,undirected,Herren,1
Halfdan,undirected,Luther,1
Allah,undirected,Martin Luther,1
Kongen,undirected,Martin Luther,1
Kongen,undirected,Luther,1
Luther,undirected,Tage,3
Martin Luther,undirected,Mozart,1
Mozart,undirected,Søren Kierkegaard,1
. Andersens,undirected,Djævelen,1
Ivan,undirected,Job,1
Bang,undirected,Satan,1
Bang,undirected,Ivan,1
Ivan,undirected,Jobs,4
Adam,undirected,Jobs,1
Ivan,undirected,Thomas,2
Mads,undirected,Thomas,1
Ivan,undirected,Mads,1
Ivan,undirected,Moren,1
Djævlen,undirected,Moren,1
Djævlen,undirected,Kaj Munks,1
Ivan,undirected,Kaj Munks,1
Ivan,undirected,Storm P,1
Farisæeren,undirected,Storm,1
Martin Luther,undirected,Tolderen,1
Andersen,undirected,Farisæeren,1
Hyrden,undirected,Selma Lagerlöfs,1
Benny Andersen,undirected,Søren Kierkegaard,1
Matthæus,undirected,Søren Kierkegaard,2
Jørgensen,undirected,Ludvig,1
Guds,undirected,Konfirmanderne,1
Andreas Mogensen,undirected,Kierkegaard,1
Gud,undirected,Kierkegaard,1
Kierkegaard,undirected,Matthæus,2
Grethe,undirected,Lukas,1
Matthæus,undirected,Menneskesønnen,2
Faderen,undirected,Kierkegaard,5
Benny Andersens,undirected,Peter,1
Astrid Lindgrens,undirected,Karl,1
Kurt,undirected,van Gogh,1
Kurt,undirected,Paulus,1
Holger Lissner,undirected,Søren Ulrik Thomsen,1
Matthæus,undirected,Søren Ulrik Thomsen,3
Christian,undirected,Matthæus,1
Johannes Johansen,undirected,Matthæus,1
Esajas,undirected,Simeon,3
Johannes,undirected,Profeten Jeremias,3
Jacob,undirected,Salomo,2
Matthæus,undirected,Sisyfos,1
Jesus Kristus,undirected,Sisyfos,1
Kaj Munks,undirected,Kristus,1
Arne Haugen Sørensen,undirected,Kristus,3
Andersen,undirected,Johannes Døberen,1
Forrest,undirected,popper,1
Jesus Kristus,undirected,Per Ramsdal,3
Gud,undirected,Lise,1
Guds,undirected,Johannes Døberen,2
Guds,undirected,Matthæus,1
Johannes Døberen,undirected,Johannes Sløk,1
Møllehave,undirected,Paulus,1
Morten,undirected,Søren Kierkegaard,1
Anker Jørgensen,undirected,Søren Kierkegaard,1
Johannes Døberens,undirected,Menneskesønnen,1
Antikrist,undirected,Zeus,1
Johannes Døberen,undirected,Julie,1
Julie,undirected,Oliver,8
Jesus,undirected,Oliver,6
Esajas,undirected,Søren Kierkegaards,1
Johannes,undirected,Søren Kierkegaards,2
Judas,undirected,Lukas,6
Lukas,undirected,Søren Kierkegaard,4
Matthæus,undirected,Moses,8
Johannes Døberens,undirected,Matthæus,1
Andersen,undirected,Selma Lagerlöf,1
Jan,undirected,Menneskesønnen,1
Hvide Krist,undirected,Odin,1
Martha,undirected,Villy Sørensen,1
Dronningen,undirected,Johannes,3
Adam,undirected,Dronningen,1
Lewis,undirected,Stein Bagger,1
Karl Barth,undirected,Lewis,1
Karl Barth,undirected,Matthæus,1
Johannes,undirected,Knud,2
Blicher,undirected,Johan,1
Grundtvig,undirected,Svend Brinkmann,2
Lisbeth Smedegaard Andersen,undirected,Zakarias,1
Jesus,undirected,Sarah,2
Erik,undirected,Lukas,1
Guds,undirected,Martin Luther,1
Arne Haugen,undirected,Janus,1
Arne Haugen,undirected,Benny Andersens,1
Arne Haugen Sørensen,undirected,Vinci,1
Arne Haugen Sørensen,undirected,Gabriel,1
Karen Blixen,undirected,Lewis,1
Jakobs,undirected,Judas,2
Josefs,undirected,Judas,1
Jobs,undirected,Matthæus,2
Faust,undirected,Jobs,1
Djævelen,undirected,Faust,1
Hannah Arendt,undirected,Maria,1
Hannah Arendt,undirected,Jesus Kristus,1
Grundtvig,undirected,Steen,1
Josefine,undirected,Nathan,1
Davids,undirected,Nathan,2
Gud,undirected,Mika,3
Frederik,undirected,Paulus,2
Johannes Døberen,undirected,Stein Bagger,2
Abraham,undirected,Vinci,1
Jesus Kristus,undirected,Johannes Døberens,3
Davids,undirected,Josefs,4
Hyrderne,undirected,Josefs,2
Joe Hill,undirected,William,1
Anna,undirected,William,1
Anna,undirected,Møllehave,1
Markus,undirected,Møllehave,1
Profeten,undirected,Zakarias,1
Markus,undirected,Ole Sarvig,1
Jeremias,undirected,Lars Busk Sørensen,1
Jeremias,undirected,Simon Peter,1
Jesu,undirected,Simon Peter,1
Jacob,undirected,Sønnerne,1
Jacob,undirected,Matthæus,1
Jacob,undirected,Levi,2
Jacob,undirected,Simon Peter,1
Andreas,undirected,Jacob,3
Jakobs,undirected,Levi,2
Brorson,undirected,Jakobs,1
Faderen,undirected,Jakobs,2
Brian,undirected,Matthæus,1
Kristus,undirected,Storm,2
Josef,undirected,Maude,2
Josef,undirected,Kvirinius,4
Esajas,undirected,Ham Jesus,4
Gud,undirected,Markus,1
Gud,undirected,Pauli,1
Anders Stjernholm,undirected,Jesus,8
Anders Stjernholm,undirected,Thomas,3
Lars Sandbeck,undirected,Thomas,1
Anders Stjernholm,undirected,Lars Sandbeck,1
Djævelen,undirected,Maria,2
Matthæus,undirected,Sankt Peter,1
Christian,undirected,Sankt Peter,1
Christian,undirected,Hans Anker Jørgensen,1
Martin Luther,undirected,Menneskesønnen,1
Esajas,undirected,Menneskesønnen,1
Jesus,undirected,Rachel Platten,14
Davids,undirected,Gud,2
Simon af Kyrene,undirected,Zakarias,1
Johannes Døberen,undirected,Nelson Mandela,1
Dietrich Bonhoeffer,undirected,Johannes Døberen,4
Dietrich Bonhoeffer,undirected,Johannes Døberens,2
Frank Jæger,undirected,Johannes,3
Frank Jæger,undirected,Johannes Døberen,1
Annas,undirected,Simon,1
Dan,undirected,Forrest,9
Forrest,undirected,Jakob,2
Dan,undirected,Jakob,1
Alice,undirected,Siri Hustvedt,1
Mia,undirected,Siri Hustvedt,1
Alice,undirected,Mia,5
Kain,undirected,Søren Kierkegaard,1
Abel,undirected,Søren Kierkegaard,1
Abel,undirected,Satan,1
Kierkegaard,undirected,Peter,1
Kain,undirected,Simon,3
John,undirected,Robin Williams,3
Grib,undirected,Tage,1
Noa,undirected,Teresa,1
Herren,undirected,Teresa,2
Jeremias,undirected,Luther,4
Lotte Tarp,undirected,Martha,4
Jacob Knudsen,undirected,Lazarus,2
Kristus,undirected,Lazarus opvækkelse,1
David,undirected,Peter den,1
Markus,undirected,Peter den,1
Lazarus,undirected,Matthæus,1
Jens,undirected,Peter Bastian,1
Jesus Kristus,undirected,Peter Bastian,1
James Bond,undirected,Konfirmanderne,1
Abel,undirected,Gud,4
Søren Kierkegaard,undirected,Theodor,1
Eva,undirected,Halfdan Rasmussen,1
Poul,undirected,gartneren,2
